propname,cssaproptype,proptype,proptypelong,state,msa_category,year_built,sqft
Property20281,OF,Office,Suburban,MA,Boston,1956.0,20970.0
Property24016,LO,Hotel,Limited Service,TX,Top 25,1983.0,101232.0
Property32058,LO,Hospitality,Extended Stay,OH,51-100,1986.0,
Property37647,LO,Hospitality,Extended Stay,AL,26-50,1982.0,
Property30009,LO,Hospitality,Extended Stay,MA,Boston,1985.0,
Property6817,LO,Hospitality,Extended Stay,MS,51-100,1986.0,
Property13364,LO,Hospitality,Extended Stay,MI,Other,1985.0,
Property34045,LO,Hospitality,Extended Stay,TN,26-50,1986.0,
Property27460,LO,Hospitality,Extended Stay,CA,LA,1985.0,
Property17105,LO,Hospitality,Extended Stay,NM,Other,1983.0,
Property17755,LO,Hospitality,Extended Stay,PA,Top 25,1987.0,
Property16116,LO,Hospitality,Extended Stay,FL,Top 25,1983.0,
Property529,LO,Hospitality,Extended Stay,SC,51-100,1989.0,
Property31472,LO,Hospitality,Extended Stay,IL,Top 25,1989.0,
Property31535,LO,Hospitality,Extended Stay,NC,51-100,1983.0,
Property2889,LO,Hospitality,Extended Stay,FL,26-50,1986.0,
Property19234,LO,Hospitality,Extended Stay,FL,Other,1985.0,
Property27845,LO,Hospitality,Limited Service,FL,26-50,2001.0,
Property20827,LO,Hospitality,Extended Stay,NY,51-100,1987.0,
Property34233,LO,Hotel,Extended Stay,CA,LA,2004.0,
Property16733,LO,Hospitality,Extended Stay,NY,26-50,1982.0,
Property8530,LO,Hospitality,Extended Stay,SC,51-100,1999.0,
Property16904,LO,Hospitality,Limited Service,NC,Top 25,2000.0,
Property33592,LO,Hospitality,Suite,PA,Top 25,1997.0,
Property8489,LO,Hospitality,Limited Service,PA,Top 25,1997.0,
Property28111,LO,Hospitality,Limited Service,CO,Top 25,2005.0,
Property33597,LO,Hospitality,Limited Service,DC,Top 25,1999.0,
Property29638,LO,Hospitality,Extended Stay,NC,Other,2007.0,
Property35552,LO,Hospitality,Limited Service,SC,Other,2011.0,
Property25366,LO,Hotel,Limited Service,MA,Boston,2003.0,
Property37004,LO,Hotel,Extended Stay,MD,Top 25,1998.0,
Property23926,LO,Hospitality,Limited Service,FL,Top 25,1999.0,
Property33248,LO,Hospitality,Extended Stay,CT,26-50,1975.0,
Property22509,LO,Hospitality,Extended Stay,VA,Top 25,1987.0,
Property9598,LO,Hotel,Limited Service,CO,Top 25,1992.0,
Property15741,LO,Hospitality,Limited Service,NC,Top 25,2005.0,
Property18361,LO,Hospitality,Limited Service,NH,Other,1994.0,
Property4527,LO,Hospitality,Extended Stay,CA,LA,1983.0,
Property10771,LO,Hospitality,Extended Stay,WI,51-100,2004.0,
Property15504,LO,Hotel,Extended Stay,CT,51-100,2001.0,
Property15249,LO,Hotel,Limited Service,SC,51-100,2001.0,
Property34305,LO,Hospitality,Extended Stay,CT,Other,1767.0,
Property22579,LO,Hotel,Limited Service,VA,26-50,2001.0,
Property37192,LO,Hospitality,Limited Service,OK,26-50,1985.0,
Property37242,LO,Hospitality,Extended Stay,MA,26-50,1998.0,
Property284,LO,Hotel,Extended Stay,IL,Top 25,2000.0,
Property4041,LO,Hotel,Full Service,KS,26-50,1999.0,
Property36403,LO,Hospitality,Limited Service,VA,Top 25,2001.0,
Property6382,LO,Hotel,Limited Service,CA,Top 25,1991.0,
Property7617,LO,Hotel,Limited Service,AZ,Top 25,2002.0,
Property26957,LO,Hotel,Limited Service,CA,Top 25,2003.0,
Property22236,LO,Hospitality,Extended Stay,WA,Top 25,1987.0,
Property5825,LO,Hotel,Limited Service,PA,Other,1998.0,
Property35519,LO,Hospitality,,DC,Top 25,1964.0,
Property18244,LO,Hospitality,Extended Stay,MD,Top 25,2006.0,
Property34463,LO,Hospitality,Extended Stay,NJ,NYC,2005.0,
Property15408,LO,Hospitality,Limited Service,VA,Other,2009.0,
Property27851,LO,Hospitality,Hospitality,MA,Boston,2003.0,
Property20621,LO,Hotel,Limited Service,VA,26-50,2001.0,
Property5719,LO,Hotel,Limited Service,NM,51-100,1998.0,
Property9302,LO,Hospitality,Limited Service,VA,Top 25,2003.0,
Property1604,LO,Hotel,Extended Stay,TX,Top 25,2000.0,
Property18862,LO,Hotel,Extended Stay,CA,LA,2001.0,
Property36285,LO,Hospitality,Extended Stay,FL,Top 25,2001.0,
Property10926,LO,Hospitality,Extended Stay,LA,51-100,2009.0,
Property16986,LO,Hospitality,Full Service,MD,Top 25,1983.0,
Property1896,LO,Hospitality,Extended Stay,MA,Boston,1990.0,
Property29422,LO,Hospitality,Extended Stay,MA,Boston,2004.0,
Property7119,OT,Ground Leased Land,Ground Leased Land,MA,Boston,,58377.0
Property5796,LO,Hotel,Limited Service,TN,51-100,2006.0,
Property18954,LO,Hotel,Limited Service,VA,26-50,2002.0,
Property3192,LO,Hotel,Extended Stay,FL,26-50,1999.0,93626.0
Property35265,LO,Hotel,Hotel,CT,51-100,1996.0,
Property11470,LO,Hospitality,Limited Service,NY,51-100,2004.0,
Property4160,LO,Hospitality,Extended Stay,SC,Other,2006.0,
Property32591,LO,Hospitality,Limited Service,TX,Top 25,2006.0,
Property27780,LO,Hospitality,Extended Stay,FL,26-50,1996.0,
Property25155,LO,Hospitality,Extended Stay,KY,26-50,1996.0,
Property23916,LO,Hospitality,Extended Stay,FL,51-100,2006.0,
Property1712,LO,Hotel,Limited Service,TN,26-50,1927.0,
Property36419,LO,Hotel,Limited Service,FL,Top 25,1988.0,
Property19632,LO,Hospitality,Limited Service,GA,Top 25,1960.0,
Property36086,LO,Hotel,Extended Stay,NY,NYC,1933.0,
Property6600,LO,Hospitality,Extended Stay,CA,26-50,1994.0,
Property3963,LO,Hospitality,Limited Service,WI,26-50,1998.0,
Property26547,LO,Hospitality,Limited Service,WI,26-50,1990.0,
Property1619,LO,Hotel,Extended Stay,CA,26-50,1986.0,
Property25960,LO,Hotel,Limited Service,VA,26-50,2001.0,
Property23526,LO,Hotel,Limited Service,CO,51-100,2005.0,
Property8019,LO,Hotel,Extended Stay,CA,26-50,2000.0,
Property27890,LO,Hospitality,Limited Service,AZ,Top 25,1986.0,
Property37783,LO,Hospitality,Extended Stay,AZ,Top 25,2008.0,
Property36476,LO,Hotel,Limited Service,MA,Boston,1998.0,
Property18639,LO,Hotel,Limited Service,MA,51-100,2002.0,
Property129,LO,Hospitality,Hospitality,NC,26-50,2000.0,
Property33023,LO,Hospitality,Limited Service,VA,26-50,2009.0,
Property36333,LO,Hospitality,Extended Stay,TX,Top 25,2002.0,
Property23411,LO,Hospitality,Extended Stay,CA,Top 25,1991.0,
Property12122,LO,Hotel,Extended Stay,CA,San Fran,1987.0,
Property15521,LO,Hospitality,Extended Stay,NY,51-100,2002.0,
Property16530,LO,Hotel,Extended Stay,WA,Top 25,2006.0,
Property6298,LO,Hotel,Extended Stay,CA,26-50,1982.0,
Property28417,LO,Hospitality,Extended Stay,NE,Other,2005.0,
Property22968,LO,Hospitality,Extended Stay,NC,Other,1997.0,
Property27760,LO,Hotel,Hotel,CT,26-50,2003.0,
Property25283,LO,Hospitality,Limited Service,FL,Top 25,2003.0,
Property3752,LO,Hotel,Extended Stay,NY,NYC,2004.0,
Property10395,LO,Hospitality,Extended Stay,MA,Boston,1999.0,
Property37636,LO,Hospitality,Hospitality,VA,Top 25,1980.0,
Property18353,LO,Hospitality,Extended Stay,VA,Top 25,1997.0,
Property15979,LO,Hospitality,Limited Service,VA,Top 25,2000.0,
Property3806,LO,Hotel,Limited Service,FL,Top 25,1998.0,
Property14997,LO,Hotel,Limited Service,NC,Other,1995.0,
Property35813,LO,Hospitality,Extended Stay,MA,Boston,2000.0,
Property26650,LO,Hospitality,Hospitality,CT,Other,1771.0,
Property23622,LO,Hotel,Limited Service,CO,51-100,1995.0,
Property5125,LO,Hotel,Extended Stay,CA,LA,1990.0,
Property37050,LO,Hospitality,Limited Service,SC,51-100,1996.0,
Property17525,LO,Hotel,Full Service,MI,Top 25,2003.0,
Property30331,LO,Hotel,Full Service,FL,Top 25,1998.0,
Property16745,LO,Hotel,Limited Service,DC,Top 25,2002.0,
Property23194,LO,Hotel,Extended Stay,NC,Top 25,1999.0,
Property7899,LO,Hotel,Limited Service,IN,26-50,2005.0,
Property22190,LO,Hospitality,Limited Service,CA,51-100,2008.0,
Property3257,LO,Hospitality,Limited Service,CO,51-100,1994.0,
Property634,LO,Hospitality,Extended Stay,NJ,Other,2005.0,
Property4751,MF,Multifamily,Garden,TX,Top 25,1973.0,
Property11231,MF,Multifamily,Garden,OH,51-100,1985.0,
Property10401,MH,Manufactured Housing,Manufactured Housing Community,AZ,Top 25,1986.0,
Property31615,RT,Retail,Anchored,PA,Other,2005.0,29408.0
Property30190,MF,Multifamily,Garden,NV,26-50,1999.0,
Property12025,MF,Multifamily,Garden,NV,26-50,2002.0,
Property13767,MF,Multifamily,Conventional,CO,51-100,2001.0,
Property10410,RT,Retail,Shadow Anchored,MI,Top 25,1998.0,24728.0
Property3113,OF,Office,,VA,Top 25,2000.0,216481.0
Property35593,OF,Office,General Suburban,VA,Top 25,2000.0,133825.0
Property28910,OF,Office,Suburban,VA,Top 25,1983.0,486115.0
Property1311,MF,Multifamily,Multifamily,VA,Top 25,1969.0,
Property36155,OF,Office,Office,VA,Top 25,1985.0,758382.0
Property26186,OF,Office,Medical,GA,Top 25,2005.0,28744.0
Property30985,OF,Office,Suburban,GA,Top 25,1985.0,388122.0
Property26129,RT,Retail,Anchored,GA,Top 25,1999.0,168353.0
Property10548,RT,Retail,Unanchored,CA,LA,2000.0,20410.0
Property15523,RT,Retail,Unanchored,GA,Top 25,1914.0,50361.0
Property9157,MF,Multifamily,Garden,TX,Top 25,1999.0,
Property213,RT,Retail,Anchored,GA,Other,1978.0,108255.0
Property17422,MF,Multifamily,Garden,TX,Top 25,1998.0,
Property37578,MF,Multifamily,Garden,CO,Top 25,2005.0,
Property11883,MF,Multifamily,Conventional,GA,Top 25,1968.0,
Property23687,RT,Retail,Shadow Anchored,NV,26-50,2003.0,57027.0
Property26517,IN,Industrial,Warehouse/Distribution,CA,LA,1983.0,161167.0
Property13219,OF,Office,Suburban,NC,Top 25,1981.0,136290.0
Property26464,RT,Retail,Unanchored,CA,LA,2001.0,14571.0
Property14999,IN,Industrial,Warehouse,VA,26-50,2003.0,108008.0
Property26357,SS,Self Storage,Self Storage,NC,51-100,2000.0,69704.0
Property20654,SS,Self Storage,Self Storage,OH,26-50,1993.0,
Property34021,IN,Industrial,Flex,AZ,51-100,1999.0,120835.0
Property33981,RT,Retail,Anchored,CA,San Fran,1959.0,163978.0
Property32702,RT,Retail,Anchored,SC,51-100,1982.0,42648.0
Property14830,MF,Multifamily,Garden,MN,Top 25,1963.0,
Property36472,RT,Retail,Shadow Anchored,DC,Top 25,2004.0,57560.0
Property31268,RT,Retail,Unanchored,TX,Top 25,1944.0,24476.0
Property20778,MF,Multifamily,Conventional,NC,26-50,2002.0,
Property5852,RT,Retail,Unanchored,CA,Top 25,2002.0,14469.0
Property24963,MH,Manufactured Housing,Manufactured Housing,CA,Top 25,1961.0,
Property16401,SS,Self Storage,Self Storage,CA,Top 25,1981.0,37452.0
Property30768,RT,Retail,Anchored,CA,Top 25,1966.0,102810.0
Property10244,MF,Multifamily,Mid Rise,WA,Top 25,2003.0,
Property27755,RT,Retail,Unanchored,TX,Top 25,2003.0,10097.0
Property26738,RT,Retail,Unanchored,WI,Other,1995.0,21939.0
Property12477,IN,Industrial,Flex,MI,Top 25,1993.0,111044.0
Property18454,OF,Office,Suburban,FL,Top 25,2000.0,24623.0
Property8666,RT,Retail,Anchored,MN,Top 25,1958.0,38922.0
Property10618,MF,Multifamily,Garden,MN,Top 25,1976.0,
Property5858,RT,Retail,Anchored,SC,51-100,1999.0,66461.0
Property36769,MU,Mixed Use,Retail/Office,MN,Top 25,1983.0,38678.0
Property23331,OF,Office,,MN,Top 25,1981.0,24968.0
Property23447,RT,Retail,,CT,51-100,2000.0,26993.0
Property3765,RT,Retail,Anchored,TX,Top 25,1952.0,203547.0
Property24070,RT,Retail,Shadow/Weak Anchored,PA,Top 25,1966.0,80622.0
Property11441,RT,Retail,Unanchored,OH,51-100,1996.0,15978.0
Property21788,IN,Industrial,Warehouse,CA,LA,1974.0,31300.0
Property20789,RT,Retail,Anchored,TX,Top 25,1993.0,231467.0
Property37551,RT,Retail,Unanchored,TX,Top 25,2006.0,32573.0
Property20410,OF,Office,Medical,WA,Top 25,1994.0,36047.0
Property20737,OF,Office,Medical,SC,51-100,1985.0,73387.0
Property23491,RT,Retail,Unanchored,TX,Top 25,1978.0,19635.0
Property12540,RT,Retail,Unanchored,PA,Top 25,2001.0,5259.0
Property11384,SS,Self Storage,Self Storage,SC,51-100,2011.0,
Property338,RT,Retail,Anchored,PA,Other,2003.0,292251.0
Property18369,RT,Retail,Anchored,PA,Other,2005.0,291070.0
Property30345,MF,Multifamily,Multifamily,SC,Other,1982.0,
Property31406,RT,Retail,Unanchored,TX,Top 25,1980.0,50050.0
Property31498,MF,Multifamily,Conventional,OH,26-50,1959.0,
Property35260,RT,Retail,Unanchored,KY,26-50,1967.0,16705.0
Property35758,MF,Multifamily,Garden,GA,Other,1997.0,
Property34708,OT,Other,Marina,CA,San Fran,1977.0,29320.0
Property21837,MF,Multifamily,Garden,TX,Top 25,1973.0,
Property12512,RT,Retail,Anchored,CA,San Fran,1991.0,73917.0
Property32516,MF,Multi-family,Garden,MI,Other,1969.0,
Property18234,MF,Multifamily,Townhome,KY,Other,1963.0,93403.0
Property27904,MF,Multifamily,Garden,TX,Top 25,1979.0,
Property27414,MU,Mixed Use,Retail/Office,OH,26-50,2008.0,31862.0
Property27915,MF,Multifamily,Mid Rise,OH,26-50,1962.0,
Property2853,LO,Hospitality,Limited Service,VA,26-50,2000.0,
Property34973,OF,Office,Suburban,OK,51-100,1981.0,168028.0
Property24119,RT,Retail,Shadow Anchored,TX,Other,2000.0,58561.0
Property17582,RT,Retail,Unanchored,TX,Top 25,2004.0,10874.0
Property8705,MF,Multifamily,Student,TX,Other,2006.0,
Property25423,RT,Retail,Anchored,IN,Other,1966.0,306340.0
Property37527,MU,Mixed Use,Office/Multifamily,NM,51-100,2008.0,8069.0
Property28294,RT,Retail,Unanchored,NY,NYC,2007.0,14436.0
Property30182,MF,Multifamily,Conventional,IL,Top 25,1980.0,
Property27302,MF,Multifamily,Garden,WI,51-100,1990.0,
Property32831,MF,Multifamily,Garden,NE,Other,1994.0,
Property27143,RT,Retail,Unanchored,NY,51-100,1969.0,70407.0
Property23245,MF,Multifamily,Garden,OK,51-100,1979.0,
Property13803,OF,Office,CBD,AL,26-50,1964.0,116433.0
Property4832,RT,Retail,Shadow Anchored,IL,Top 25,1987.0,150275.0
Property9566,RT,Anchored Retail,Shadow Anchored,TX,Top 25,1976.0,123301.0
Property19971,MF,Multifamily,Conventional,AZ,Top 25,1999.0,
Property326,MH,Manufactured Housing,Manufactured Housing Community,IN,Other,1972.0,
Property19098,MH,Manufactured Housing,Manufactured Housing,TX,Top 25,1972.0,
Property15428,MF,Multifamily,Manufactured Housing,FL,26-50,1973.0,
Property20936,SS,Self Storage,Self Storage,CT,51-100,1999.0,25834.0
Property7457,MF,Multifamily,Multifamily,MI,Other,1984.0,
Property25114,MF,Multifamily,Conventional,CA,Top 25,1986.0,
Property37473,RT,Retail,Shadow Anchored,MD,Top 25,1964.0,16977.0
Property16168,OF,Office,Suburban,MD,Top 25,1977.0,13013.0
Property34956,MF,Multifamily,Garden,ND,Other,1985.0,
Property21208,MF,Multifamily,Garden,ND,Other,2003.0,
Property13781,MF,Multifamily,Conventional,TX,Top 25,1967.0,
Property34145,MF,Multifamily,Garden,FL,Other,1982.0,
Property734,MF,Multifamily,Garden,FL,Top 25,1969.0,
Property32461,IN,Industrial,Warehouse,MN,Top 25,1982.0,45225.0
Property179,MF,Multifamily,Garden Apartment,CT,26-50,1967.0,
Property12923,RT,Retail,Shadow Anchored,CO,51-100,2006.0,12586.0
Property35487,RT,Retail,Anchored,NV,Other,1989.0,90775.0
Property2626,RT,Retail,Shadow Anchored,CO,51-100,2005.0,35149.0
Property2405,MH,Manufactured Housing,Manufactured Housing,OR,Top 25,1990.0,
Property5830,RT,Retail,Anchored,NY,NYC,1970.0,56745.0
Property37677,RT,Retail,Anchored,CT,51-100,1970.0,350576.0
Property32382,MF,Multifamily,Garden,AZ,Top 25,1974.0,
Property30940,MF,Multifamily,Multifamily,TX,Other,1970.0,
Property21624,MH,Manufactured Housing,Manufactured Housing Community,OR,Top 25,1988.0,
Property10919,MF,Multifamily,Garden,IN,Other,1986.0,
Property21858,MF,Multifamily,Garden,OH,26-50,1984.0,
Property34925,MF,Multifamily,Garden,NV,26-50,1978.0,
Property23314,MF,Multifamily,Mid Rise,NJ,NYC,1936.0,
Property7871,MH,Manufactured Housing,Manufactured Housing,FL,51-100,1988.0,
Property18393,IN,Industrial,Flex,NY,NYC,1950.0,62711.0
Property29356,MH,Manufactured Housing,Manufactured Housing Community,CO,Top 25,1961.0,
Property26625,MF,Multifamily,MHC Age Restricted,CO,Top 25,1962.0,
Property18159,RT,Retail,Anchored,TX,Top 25,1974.0,123882.0
Property4922,MF,Multifamily,Garden,TX,Other,1995.0,
Property6500,OF,Office,Suburban,TX,Top 25,1975.0,181614.0
Property28232,RT,Retail,Unanchored,TX,Top 25,1989.0,36292.0
Property24169,RT,Retail,Super Regional Mall,TX,Top 25,1977.0,396961.0
Property8632,MF,Multifamily,Conventional,OH,26-50,1972.0,
Property20896,OF,Office,Suburban,MD,Top 25,1964.0,55187.0
Property12305,MF,Multifamily,Conventional,DC,Top 25,1937.0,
Property17168,RT,Retail,Unanchored,MD,Top 25,1947.0,76297.0
Property21156,SS,Self Storage,Self Storage,NY,NYC,2001.0,46938.0
Property19512,RT,Retail,Shadow Anchored,TX,Top 25,2002.0,64192.0
Property8056,RT,Retail,Anchored,FL,Other,1990.0,65652.0
Property13821,MF,Multifamily,Garden,AL,26-50,1985.0,
Property17228,RT,Retail,Anchored,MT,Other,1986.0,51583.0
Property32805,MF,Multifamily,Conventional,TX,51-100,1998.0,
Property37279,IN,Industrial,,CA,Top 25,1989.0,41293.0
Property16075,MU,Mixed Use,Office/Retail,CA,San Fran,1937.0,541025.0
Property3982,RT,Retail,Unanchored,FL,26-50,2004.0,10454.0
Property31530,RT,Retail,Unanchored,TX,Top 25,1951.0,6967.0
Property7453,MF,Multifamily,Garden,FL,Top 25,1969.0,261391.0
Property27043,MF,Multifamily,Conventional,CA,LA,1986.0,
Property8272,RT,Retail,Anchored,NJ,Other,1991.0,138753.0
Property23967,MU,Mixed Use,Hospitality/Office/Retail,UT,26-50,2003.0,148317.0
Property35564,RT,Retail,Anchored,CA,26-50,2001.0,77019.0
Property28884,RT,Retail,Anchored,TX,Other,1992.0,258014.0
Property29009,MF,Multifamily,Garden,AZ,51-100,1979.0,
Property3427,MH,Manufactured Housing,Manufactured Housing,CA,LA,1952.0,
Property11468,MH,Manufactured Housing,Manufactured Housing,CA,LA,1953.0,
Property21635,MF,Multifamily,Garden,AZ,Top 25,1999.0,
Property20280,SS,Self Storage,,TX,Other,1996.0,53498.0
Property30774,SS,Self Storage,,TX,Other,1997.0,58157.0
Property14608,MH,Manufactured Housing,Manufactured Housing,WA,Top 25,1977.0,
Property19317,OF,Office,Suburban,CA,Top 25,1981.0,108485.0
Property27928,OF,Office,Suburban,AZ,Top 25,2005.0,296655.0
Property24614,RT,Retail,Unanchored,PA,Top 25,1952.0,23776.0
Property12077,RT,Retail,Anchored,MD,Top 25,1996.0,143478.0
Property10278,RT,Retail,Shadow Anchored,AZ,51-100,2004.0,9131.0
Property4232,RT,Retail,Anchored,CA,26-50,1995.0,16869.0
Property17419,RT,Retail,Retail,MD,Top 25,2004.0,11223.0
Property4110,RT,Retail,Unanchored,PA,51-100,2006.0,14561.0
Property26567,RT,Retail,Anchored,PA,51-100,1997.0,11183.0
Property32064,MU,Mixed Use,Retail/Office,PA,Top 25,2001.0,50164.0
Property36095,RT,Retail,Anchored,OH,Other,2004.0,14554.0
Property27337,RT,Retail,Single Tenant,OH,Other,2006.0,14557.0
Property31197,RT,Retail,Single Tenant,OH,Other,2005.0,11188.0
Property3674,RT,Retail,Free Standing,PA,51-100,2006.0,14571.0
Property24974,RT,Retail,Single Tenant,NC,51-100,1999.0,11221.0
Property7374,RT,Retail,Unanchored,NJ,NYC,2001.0,11173.0
Property36960,RT,Retail,Anchored,MD,Top 25,1994.0,11203.0
Property27187,RT,Retail,Unanchored,NJ,NYC,2000.0,11183.0
Property35139,RT,Retail,Single Tenant,OH,51-100,2006.0,14570.0
Property34372,RT,Retail,Single Tenant,NY,NYC,1956.0,12387.0
Property21261,RT,Retail,"Anchored, Single Tenant",NY,26-50,2001.0,11230.0
Property37207,RT,Retail,Free Standing,CA,Top 25,1985.0,21688.0
Property5986,RT,Retail,Unanchored,NY,NYC,1996.0,11180.0
Property11074,RT,Retail,Single Tenant,OH,26-50,1994.0,11319.0
Property14896,RT,Retail,Free Standing,NJ,NYC,1950.0,16881.0
Property37818,RT,Retail,Single Tenant,OH,Other,2002.0,11180.0
Property915,RT,Retail,Unanchored,OH,Other,2007.0,14596.0
Property24005,RT,Retail,Free Standing,MD,Other,2003.0,14591.0
Property28931,RT,Retail,"Anchored, Single Tenant",NY,26-50,2000.0,10913.0
Property15026,RT,Retail,Single Tenant,MI,Top 25,2006.0,14561.0
Property34997,RT,Retail,Single Tenant,GA,Other,2005.0,13823.0
Property21034,RT,Retail,Unanchored,PA,51-100,2003.0,11205.0
Property2948,RT,Retail,Single Tenant,PA,51-100,2003.0,13829.0
Property5644,RT,Retail,Shadow Anchored,MI,Other,1997.0,11199.0
Property1173,RT,Retail,Single Tenant,NV,Other,1980.0,29862.0
Property2965,RT,Retail,Anchored,PA,Other,2009.0,11255.0
Property1233,RT,Retail,Unanchored,AL,Other,2001.0,14580.0
Property10569,RT,Retail,Single Tenant,PA,Other,1997.0,11359.0
Property25801,RT,Retail,Anchored,ME,Other,1996.0,10033.0
Property1898,RT,Retail,Free Standing,MI,Top 25,2001.0,11179.0
Property31647,RT,Retail,Anchored,NJ,NYC,1999.0,10916.0
Property1489,RT,Retail,Other,MI,Other,1994.0,10758.0
Property23718,RT,Retail,Single Tenant,VA,Top 25,2005.0,14559.0
Property27758,RT,Retail,Single Tenant,OH,Other,1999.0,11338.0
Property1099,RT,Retail,Free Standing,CA,51-100,2006.0,17280.0
Property29458,RT,Retail,Other,OH,Other,1995.0,11207.0
Property37461,RT,Retail,Anchored,PA,Top 25,2002.0,14598.0
Property36365,RT,Retail,Free Standing,MI,Other,2003.0,11209.0
Property21587,RT,Retail,Single Tenant,PA,Other,,72779.0
Property26645,RT,Retail,Other,NJ,51-100,1996.0,11203.0
Property20146,RT,Retail,Free Standing,PA,Other,2006.0,14564.0
Property11145,RT,Retail,Free Standing,DE,Other,2003.0,14581.0
Property23599,RT,Retail,Free Standing,CA,San Fran,2001.0,12136.0
Property8643,RT,Retail,Other Retail,OR,Other,1998.0,16747.0
Property13128,RT,Retail,Free Standing,KY,Other,2002.0,11179.0
Property5097,RT,Retail,Free Standing,NY,NYC,2003.0,14593.0
Property19128,RT,Retail,Single Tenant,OH,51-100,1998.0,10755.0
Property32443,RT,Retail,Anchored,NY,Other,1995.0,11373.0
Property14157,RT,Retail,"Anchored, Single Tenant",NH,Other,1997.0,12204.0
Property31893,RT,Retail,"Anchored, Single Tenant",PA,Other,1998.0,11184.0
Property35616,RT,Retail,Free Standing,PA,Top 25,2008.0,11183.0
Property9686,RT,Retail,Free Standing,MI,Other,1996.0,11192.0
Property5535,RT,Retail,Anchored,NV,26-50,1998.0,16739.0
Property29413,RT,Retail,Unanchored,NV,26-50,1997.0,16717.0
Property15516,RT,Retail,Other,MI,Other,2001.0,11056.0
Property15579,RT,Retail,Single Tenant,NC,Top 25,1996.0,10917.0
Property5731,RT,Retail,"Anchored, Single Tenant",KY,26-50,2000.0,11181.0
Property33914,RT,Retail,Free Standing,MI,Top 25,2001.0,11179.0
Property13596,RT,Retail,"Anchored, Single Tenant",PA,Other,1995.0,11199.0
Property1181,RT,Retail,Single Tenant,NJ,Top 25,2005.0,12772.0
Property35198,RT,Retail,Single Tenant,WV,Other,1993.0,10754.0
Property22715,RT,Retail,Anchored,PA,Top 25,2005.0,11173.0
Property32514,RT,Retail,Free Standing,PA,51-100,2005.0,14564.0
Property22315,RT,Retail,Big Box,OR,Other,1991.0,37143.0
Property16482,RT,Retail,Other,OH,26-50,1995.0,11189.0
Property7128,RT,Retail,Free Standing,MS,Other,2005.0,11181.0
Property19743,RT,Retail,Other,MI,Other,2000.0,11094.0
Property11656,RT,Retail,Other Retail,LA,Other,1999.0,11081.0
Property6582,RT,Retail,Unanchored,AL,Other,1995.0,11073.0
Property15369,RT,Retail,Single Tenant,KY,Other,1994.0,10772.0
Property26385,RT,Retail,Other,KY,Other,1996.0,10774.0
Property2821,RT,Retail,Unanchored,WA,Other,2001.0,16869.0
Property11065,RT,Retail,Unanchored,PA,51-100,1997.0,11213.0
Property30566,RT,Retail,Free Standing,OH,26-50,2008.0,11155.0
Property13412,RT,Retail,Free Standing,OH,Other,2009.0,11191.0
Property21997,RT,Retail,Single Tenant Retail,OH,51-100,2008.0,14583.0
Property3784,RT,Retail,Anchored,MD,Top 25,1997.0,11602.0
Property24453,RT,Retail,Free Standing,PA,51-100,2007.0,14569.0
Property11351,RT,Retail,Big Box,WA,Other,1982.0,29188.0
Property2001,RT,Retail,Single Tenant,WA,Top 25,2006.0,17783.0
Property34826,RT,Retail,Anchored,NC,26-50,2000.0,10921.0
Property29686,RT,Retail,Single Tenant,OR,Other,2004.0,17288.0
Property30510,RT,Retail,Unanchored,ME,Other,1998.0,11179.0
Property32284,RT,Retail,Big Box,OR,Other,1992.0,27035.0
Property12734,RT,Retail,Big Box,WA,Other,1988.0,31074.0
Property28539,RT,Retail,Anchored,KY,26-50,2004.0,14590.0
Property210,RT,Retail,"Anchored, Single Tenant",MI,51-100,2003.0,11074.0
Property20273,RT,Retail,Anchored,OH,Other,2005.0,14358.0
Property35631,RT,Retail,Free Standing,OH,Other,1998.0,11360.0
Property37046,RT,Retail,Single Tenant Retail,OH,51-100,2006.0,11182.0
Property19147,RT,Retail,Big Box,CA,Other,1984.0,23613.0
Property3842,RT,Retail,"Anchored, Single Tenant",WA,Top 25,2002.0,17263.0
Property29485,RT,Retail,Free Standing,MI,Top 25,1996.0,11188.0
Property20588,RT,Retail,Free Standing,OH,51-100,1997.0,11357.0
Property11743,RT,Retail,Shadow Anchored,OH,51-100,2000.0,11092.0
Property33603,RT,Retail,Anchored,PA,Top 25,1997.0,11082.0
Property5040,RT,Retail,Free Standing,MI,Top 25,1995.0,11187.0
Property29902,RT,Retail,Free Standing,WV,Other,1995.0,11358.0
Property1530,RT,Retail,Other Retail,OH,26-50,2001.0,11205.0
Property10972,RT,Retail,Anchored,WV,Other,2007.0,14713.0
Property19765,RT,Retail,Unanchored,PA,Other,1998.0,11293.0
Property17790,RT,Retail,Free Standing,OH,Other,2006.0,11190.0
Property36454,RT,Retail,Free Standing,MI,Other,2004.0,14567.0
Property27403,RT,Retail,Free Standing,AL,Other,2001.0,11113.0
Property28322,RT,Retail,Free Standing,CA,Top 25,2003.0,17281.0
Property1569,RT,Retail,Anchored,WA,Other,2008.0,17294.0
Property29161,RT,Retail,Single Tenant,OH,Other,1996.0,11200.0
Property1160,RT,Retail,Shadow Anchored,WA,Other,1998.0,16783.0
Property5947,RT,Retail,Free Standing,CA,Top 25,2007.0,17271.0
Property22281,RT,Retail,Single Tenant,MI,Top 25,1999.0,11207.0
Property19074,RT,Retail,Anchored,IN,26-50,2003.0,11061.0
