loan_id,propname,linear_severity,hurdle_severity,selected_model
70625,Property34507,0.036731077310067625,0.0015062538204952671,hurdle_current_state
19664,Property9457,0.48655533120636163,0.2940054549446261,hurdle_current_state
29132,Property21286,0.03387397802904488,0.021770166844913133,hurdle_current_state
19246,Property11110,0.0106764093238364,0.0015007807628030217,hurdle_current_state
81457,Property13252,-0.0024015540529098434,0.00696968309489256,hurdle_current_state
22014,Property5692,0.4441901263134971,0.5555361432995335,hurdle_current_state
13913,Property16681,-0.00913549145234896,0.0010609333451468519,hurdle_current_state
11493,Property4221,-0.01741166366557151,0.0013667299920344,hurdle_current_state
33761,Property6983,0.04715982893198639,0.08072765183574583,hurdle_current_state
16731,Property22662,-0.018307927043100122,0.002479152743303575,hurdle_current_state
44485,Property27072,0.021687073802470383,0.009962587860469458,hurdle_current_state
48794,Property31534,0.38090154843081214,0.4450629495800607,hurdle_current_state
82282,Property32955,-0.004153659337723478,0.003472346842577071,hurdle_current_state
37478,Property1756,0.027066111111016977,0.00041684876887346895,hurdle_current_state
7739,Property2494,0.009956701892313236,0.0007797937625869558,hurdle_current_state
117470,Property20214,0.02687345576904082,0.011087081004395156,hurdle_current_state
16694,Property9421,0.023943064679632572,0.010671902618341195,hurdle_current_state
7381,Property25495,0.01603845794387304,0.0010936732384250038,hurdle_current_state
57728,Property8444,0.08340711152697484,0.014961833757142834,hurdle_current_state
24844,Property1719,0.060957850523527854,0.019667033755010617,hurdle_current_state
38796,Property32825,0.5240633417325327,0.3576893181069103,hurdle_current_state
56129,Property24338,0.3935150007954061,0.3971719674758264,hurdle_current_state
118168,Property19501,0.007711051878080452,0.0023417147588787888,hurdle_current_state
24465,Property300,0.03621954093014753,0.0013649961949601958,hurdle_current_state
82148,Property29949,0.042834673437905674,0.0013735382718688338,hurdle_current_state
13405,Property25562,0.039784410347618954,0.011565361349476317,hurdle_current_state
17645,Property26371,-0.008850730080444333,0.0009349679878647664,hurdle_current_state
14342,Property12909,0.004034219588847643,0.008536802809648632,hurdle_current_state
6354,Property25594,-0.03646098152340421,0.00015851424596948762,hurdle_current_state
79094,Property11024,0.0015709603281554158,0.001742489809070952,hurdle_current_state
56458,Property24974,-0.0005305276817230004,0.0030397465029724548,hurdle_current_state
43673,Property34648,0.046121834518878975,0.006745553830137439,hurdle_current_state
1665,Property27927,-0.010462352841381917,0.0004483124034985828,hurdle_current_state
48791,Property13129,0.005970430791891343,0.0009877957214268298,hurdle_current_state
39357,Property5660,-0.0037940555098243955,0.002675292693012723,hurdle_current_state
12760,Property2717,0.022405691149889023,0.001599666113041401,hurdle_current_state
38594,Property28912,0.36548766934872756,0.39781665928569654,hurdle_current_state
74396,Property6913,-0.0007509533733198875,0.001221346622525387,hurdle_current_state
8454,Property32889,0.09441272144837787,0.007944568503810924,hurdle_current_state
41813,Property37072,-0.008398014833509937,0.0003667000047093125,hurdle_current_state
